,question,model_answer,true_answer
33761,person is capable of warm hands,No,No
33762,fat singing lady is usually located at opera,Yes,Yes
33763,chapel is usually used for blowing up building,No,No
33764,playing is usually used for fun,Yes,Yes
33765,quench entails consume,Yes,Yes
33766,indigirka is part of siberia,Yes,Yes
33767,send criminal to prison has a prerequisite of convict,Yes,Yes
33768,attending school usually causes having food,No,No
33769,bride and groom is usually located at wedding,Yes,Yes
33770,season is part of year,Yes,Yes
33771,ban is part of anterior pituitary,No,No
33772,speakers is usually located at corner,No,No
33773,ice is capable of cool beverage,Yes,Yes
33774,painting is usually located at loft,No,No
33775,tree is capable of govern country,No,No
33776,play has a prerequisite of have epilepsy,No,No
33777,bookshelf is usually used for shotgun weddings,No,No
33778,unavoidable is the opposite of avoidable,Yes,Yes
33779,spinal cord is part of jaw,No,No
33780,rubber stamps is usually located at every car and house,No,No
33781,reproductive cell is part of play,No,No
33782,frozen food is usually located at office,No,No
33783,detritus is usually located at forest,Yes,Yes
33784,spotsylvania is part of virginia,Yes,Yes
33785,snoring has a prerequisite of mouth to open,Yes,Yes
33786,behind is the opposite of involuntarily,No,No
33787,light match has a prerequisite of have matches,Yes,Yes
33788,pub is usually used for scheduling,No,No
33789,keel is part of tanzania,No,No
33790,lymphatic system is part of atlantic,No,No
33791,apia is part of samoa,Yes,Yes
33792,chesspiece is usually located at chess set,Yes,Yes
33793,mind is usually used for thinking,Yes,Yes
33794,playing lacrosse usually causes getting paid,No,No
33795,oman is part of timepiece,No,No
33796,plus is the opposite of dirty,No,No
33797,grandmother is usually located at relatives house,Yes,Yes
33798,precentral gyrus is part of frontal area,Yes,Yes
33799,roll is part of bowling,Yes,Yes
33800,ruby has a property of hard,No,No
33801,waking up in morning has a subevent of getting up,Yes,Yes
33802,katmai national park is part of alaska,Yes,Yes
33803,attend lecture has a first subevent of sit,Yes,Yes
33804,couch potato is capable of watch tv,Yes,Yes
33805,stop standing in has a prerequisite of practice,No,No
33806,swim has a last subevent of dry off,Yes,Yes
33807,read newspaper is motivated by a goal of watch video,No,No
33808,astronaut is usually located at house,No,No
33809,food is usually located at race track,No,No
33810,thermostat is part of forebrain,No,No
33811,versailles is part of south china sea,No,No
33812,have shower has a prerequisite of bottle,No,No
33813,door with lock is usually used for locking things in,Yes,Yes
33814,watch musician perform has a prerequisite of go to concert,Yes,Yes
33815,join army has a subevent of make music,No,No
33816,window is part of computer screen,Yes,Yes
33817,furnace is capable of fill bucket with sand,No,No
33818,reach impasse has a subevent of frustration,Yes,Yes
33819,readers is capable of page through book,Yes,Yes
33820,test car is motivated by a goal of buy,Yes,Yes
33821,cook is capable of air grievances,No,No
33822,manhattan is part of greece,No,No
33823,join army has a subevent of express yourself,No,No
33824,fork is usually located at box,No,No
33825,studying for subject usually causes migraines,Yes,Yes
33826,castle is usually located at germany,Yes,Yes
33827,remember is motivated by a goal of were thirsty,No,No
33828,add up numbers has a subevent of getting total,Yes,Yes
33829,bus stop is usually used for circulate water,No,No
33830,dress nice is motivated by a goal of impress,Yes,Yes
33831,humans is usually located at movies,Yes,Yes
33832,shells in or rather is usually located at internet discussion groups,No,No
33833,passing university exams usually causes happy,Yes,Yes
33834,staten island is part of new york,Yes,Yes
33835,display window is part of liver,No,No
33836,pool is usually located at laboratory,No,No
33837,cherub is usually located at sink,No,No
33838,flame cell is part of three piece suit,No,No
33839,vault is part of bank,Yes,Yes
33840,examine thing has a prerequisite of turn off lights,No,No
33841,have epileptic fit has a subevent of listen to sales pitch,No,No
33842,steam whistle is part of department of defense,No,No
33843,play chess has a subevent of win,Yes,Yes
33844,ice is capable of get rich,No,No
33845,sympathetic nervous system is part of autonomic nervous system,Yes,Yes
33846,remembering usually causes forgetting again,Yes,Yes
33847,hike has a first subevent of send invitations,No,No
33848,gardener is capable of leave place,No,No
33849,kathmandu is part of nepal,Yes,Yes
33850,doing housework has a prerequisite of broom,Yes,Yes
33851,get divorce is motivated by a goal of gay,Yes,Yes
33852,animals in cages is usually located at zoo,Yes,Yes
33853,little is the opposite of big,Yes,Yes
33854,driving car usually causes discrimination,No,No
33855,bayonne is part of indonesia,No,No
33856,pretend has a subevent of open tube of paint,No,No
33857,swim has a last subevent of give to,No,No
33858,riding bike is usually used for transportation,Yes,Yes
33859,abdominal wall is part of abdomen,Yes,Yes
33860,exosphere is part of atmosphere,Yes,Yes
33861,water plant has a prerequisite of put water in container,Yes,Yes
33862,midwest is part of united states,Yes,Yes
33863,hyperpituitarism is part of lab,No,No
33864,utricle is part of membranous labyrinth,Yes,Yes
33865,garbage is usually located at garbage can,Yes,Yes
33866,ezra is part of hagiographa,Yes,Yes
33867,two people is capable of make love,Yes,Yes
33868,sexuality causes desire of flirt,Yes,Yes
33869,going to restaurant has a subevent of ordering meal,Yes,Yes
33870,getting wet usually causes catching cold,Yes,Yes
33871,fall has a subevent of loose potential energy,Yes,Yes
33872,city hall is usually located at towns,Yes,Yes
33873,take oath has a subevent of move pawn,No,No
33874,couple is usually located at kitchen,No,No
33875,tearoom is usually located at car,No,No
33876,stone usually recieves an action of made out of bits,No,No
33877,underground map is usually located at library,Yes,Yes
33878,get has a prerequisite of ask for,Yes,Yes
33879,remembering has a prerequisite of memory,Yes,Yes
33880,playing chess is usually used for socializing,Yes,Yes
33881,have rest has a subevent of snore,Yes,Yes
33882,dream is motivated by a goal of involuntary biological function,Yes,Yes
33883,hemline is part of tennessee,No,No
33884,chop firewood has a prerequisite of get in sleigh,No,No
33885,change society has a prerequisite of read then very carefully,No,No
33886,home is usually located at office building,No,No
33887,looking through telescope usually causes see stars,Yes,Yes
33888,dried tortillas has a property of very important,No,No
33889,forgiveness is usually located at confession,Yes,Yes
33890,detergents is usually located at trunk,No,No
33891,hejaz is part of childhood,No,No
33892,leaf is usually used for playing in park,No,No
33893,sea of azov is part of black sea,Yes,Yes
33894,awaking usually causes having progeny,No,No
33895,have haircut has a prerequisite of have source of fire,No,No
33896,go on vacation has a subevent of relax,Yes,Yes
33897,taos is part of cecum,No,No
33898,panama canal is part of panama,Yes,Yes
33899,speed of light has a property of hanging off tree,No,No
33900,drive has a subevent of steer,Yes,Yes
33901,interstellar space is part of outer space,Yes,Yes
33902,diminish own hunger has a prerequisite of have match,No,No
33903,sauce is part of pork,No,No
33904,remembering phone number has a prerequisite of good memory,Yes,Yes
33905,war causes desire of fight enemy,Yes,Yes
33906,hospital is usually located at city,Yes,Yes
33907,boxes is usually located at eucalyptus,No,No
33908,storm is usually located at tropics,Yes,Yes
33909,study entails feed,No,No
33910,gasoline has a property of cruel,No,No
33911,radical is part of nail,No,No
33912,great sandy desert is part of australia,Yes,Yes
33913,seeing band has a prerequisite of eye,Yes,Yes
33914,lighting match usually causes come to,No,No
33915,pistol is usually used for kill things,Yes,Yes
33916,question causes desire of find information,Yes,Yes
33917,conquering opponent usually causes winning,Yes,Yes
33918,honshu is part of court,No,No
33919,committing perjury is usually used for obstructing justice,Yes,Yes
33920,trumpet is usually located at trumpet case,Yes,Yes
33921,fontanelle is part of back matter,No,No
33922,view film at home has a prerequisite of patience,No,No
33923,fixing computer has a subevent of remove components,Yes,Yes
33924,rifle is usually used for pump gas,No,No
33925,get onto web has a prerequisite of log on,Yes,Yes
33926,registry office is usually located at apartment,No,No
33927,adrenal cortex is part of punic war,No,No
33928,pray has a prerequisite of have talent,No,No
33929,sealyham is part of vise,No,No
33930,walk has a prerequisite of pick up apple,No,No
33931,sarasota is part of meiosis,No,No
33932,get physical activity has a prerequisite of go to gym,Yes,Yes
33933,humans is capable of make music,No,No
33934,weed garden has a prerequisite of find weeds,Yes,Yes
33935,jordan is part of asia,Yes,Yes
33936,acting in play usually causes applause,Yes,Yes
33937,telephone directory is usually located at refridgerator,No,No
33938,virginia beach is part of wall,No,No
33939,refrigerator is usually located at closet,No,No
33940,changing appearance has a subevent of get tired,No,No
33941,computer user is usually located at office,Yes,Yes
33942,pisces is part of zodiac,Yes,Yes
33943,ticket windows is usually located at kansas,No,No
33944,obstruct justice has a prerequisite of break law,Yes,Yes
33945,bread usually recieves an action of made very slowly,No,No
33946,timor is part of london,No,No
33947,coordinate clause is part of complex sentence,Yes,Yes
33948,punish is motivated by a goal of change behaviour,Yes,Yes
33949,go into coma has a prerequisite of get into accident,Yes,Yes
33950,bicycle storage area is usually used for making child laugh,No,No
33951,pizzeria is usually located at newspaper,No,No
33952,levant is part of france,No,No
33953,lying usually causes distrust,Yes,Yes
33954,australia is part of southern hemisphere,Yes,Yes
33955,fritter entails rush,No,No
33956,relaxing has a subevent of paying,No,No
33957,play poker has a last subevent of cash in chips,Yes,Yes
33958,master bedroom is usually used for making love,Yes,Yes
33959,hospital is usually used for emergencies,Yes,Yes
33960,apple has roof,No,No
33961,write letter is motivated by a goal of do else,No,No
33962,acting is part of performance,Yes,Yes
33963,chairs for spectators is usually located at sporting event,Yes,Yes
33964,make love has a last subevent of clean up,No,No
33965,tourists is capable of view scenery,Yes,Yes
33966,gambler is capable of bite,No,No
33967,learning about science has a prerequisite of get out,No,No
33968,mistake is capable of throw snowballs,No,No
33969,corner is part of hand,No,No
33970,fiddling usually causes move,No,No
33971,people is capable of bridge gaps,Yes,Yes
33972,groups is capable of captain ship,No,No
33973,album is usually used for place to sleep,No,No
33974,diva is usually located at opera,Yes,Yes
33975,having haircut has a subevent of sitting down,Yes,Yes
33976,plutonium has a property of radioactive,Yes,Yes
33977,pedestrian is capable of divide countries,No,No
33978,teacher is capable of explain fact,Yes,Yes
33979,teacher desires have many good friends,No,No
33980,finding truth usually causes enlightenment,Yes,Yes
33981,bridge arch is usually used for supporting bridge,Yes,Yes
33982,arrow is usually used for walk,No,No
33983,checkbook is usually used for writing checks,Yes,Yes
33984,toilet is capable of smell bad,Yes,Yes
33985,driving car has a subevent of ante up,No,No
33986,reception desk is usually located at hotel,Yes,Yes
33987,manchester is part of england,Yes,Yes
33988,landside is part of florida,No,No
33989,pacific northwest is part of playing period,No,No
33990,teacher is capable of circle mistake,Yes,Yes
33991,health is defined as capital of texas,No,No
33992,running usually causes falling,Yes,Yes
33993,walk is motivated by a goal of change locations,Yes,Yes
33994,buying shirt has a prerequisite of get computer,No,No
33995,movie star is usually located at car,No,No
33996,hard drive is capable of destroy all things,No,No
33997,store is capable of offer sale,Yes,Yes
33998,blowfish is part of cell,No,No
33999,ball is part of pipe,No,No
34000,talk has a subevent of buy house,No,No
34001,urinate is motivated by a goal of gardener,No,No
34002,go to restaurant has a subevent of reading menu,Yes,Yes
34003,designing software is usually used for artificial intelligence,Yes,Yes
34004,green mountains is part of construction,No,No
34005,flowers has a property of alive,No,No
34006,malta is part of mediterranean,Yes,Yes
34007,tell story has a subevent of come to decision,No,No
34008,crossing street is usually used for parking,No,No
34009,refrigerator is usually used for find places,No,No
34010,watering plant usually causes eyes to open,No,No
34011,have shower has a subevent of luxuriate in,Yes,Yes
34012,dancing samba usually causes sweating,Yes,Yes
34013,squash court is usually used for power plane,No,No
34014,reproducing is usually used for continuing species,Yes,Yes
34015,poor is the opposite of truth,No,No
34016,linen is usually located at jewish neighborhood,No,No
34017,have friends over has a prerequisite of call,Yes,Yes
34018,diaphragm is part of seance,No,No
34019,talk to has a subevent of meet new people,No,No
34020,cent is part of guilder,Yes,Yes
34021,person desires details,Yes,Yes
34022,lament entails consume,No,No
34023,baggage trunk is usually located at city,No,No
34024,proposing to woman is usually used for asking to marry,Yes,Yes
34025,new artwork is usually located at theatre,No,No
34026,clothing is usually located at washing machine,Yes,Yes
34027,ebro is part of vulva,No,No
34028,jaw is part of pliers,Yes,Yes
34029,firemen has dangerous jobs,Yes,Yes
34030,pass university exams has a last subevent of graduate,Yes,Yes
34031,concrete interface is the opposite of importer,No,No
34032,bar is usually used for separate,Yes,Yes
34033,abadan is part of nepal,No,No
34034,mount everest is usually located at street,No,No
34035,people has a property of hungry,No,No
34036,syria is part of labor movement,No,No
34037,resistor is part of trinidad and tobago,No,No
34038,arm is usually used for waving,Yes,Yes
34039,getting fit has a subevent of running,Yes,Yes
34040,beam is usually located at clothes,No,No
34041,stanford university is part of palo alto,Yes,Yes
34042,machine is usually used for identify people,No,No
34043,changing society is usually used for enforcing rules,Yes,Yes
34044,chancellorsville is part of napoleonic wars,No,No
34045,scuba dive has a prerequisite of jump into water,Yes,Yes
34046,listening to music usually causes foot tapping,Yes,Yes
34047,going to sleep has a prerequisite of bed,Yes,Yes
34048,trash is usually located at bottom of ocean,No,No
34049,buy christmas presents has a prerequisite of go to mall,Yes,Yes
34050,phone is usually located at hole in wall,No,No
34051,take in film is motivated by a goal of watch movie,Yes,Yes
34052,tammuz is part of ventilation,No,No
34053,sickness is capable of sleep,No,No
34054,enjoy day has a subevent of have fun,Yes,Yes
34055,fuel filter is part of fuel system,Yes,Yes
34056,shank is part of handle,Yes,Yes
34057,person desires laughter,Yes,Yes
34058,people is capable of answer telephones,Yes,Yes
34059,temple is usually located at jerusalem,Yes,Yes
34060,cumberland is part of kentucky,Yes,Yes
34061,going for haircut is usually used for preparing for date,Yes,Yes
34062,bar stool is usually used for sitting on,Yes,Yes
34063,kissing usually causes love,Yes,Yes
34064,bathrooms has plumbing,Yes,Yes
34065,life is the opposite of covert,No,No
34066,consonant is distinct from vowel,Yes,Yes
34067,american falls is part of niagara,Yes,Yes
34068,bruges is part of belgium,Yes,Yes
34069,book is usually located at closet,Yes,Yes
34070,new york is part of american civil war,No,No
34071,feel sad has a subevent of falling asleep,No,No
34072,waiting room is usually located at hospital,Yes,Yes
34073,soaking in hotspring usually causes wet,No,No
34074,doctor is capable of resuscitate,Yes,Yes
34075,iris is part of maryland,No,No
34076,discover truth has a prerequisite of look at facts,Yes,Yes
34077,secretory phase is part of mali,No,No
34078,playing sports is usually used for making great soup stock,No,No
34079,syconium is part of fig,Yes,Yes
34080,silicone is usually located at artificial breasts,Yes,Yes
34081,hemostasis is part of radio spectrum,No,No
34082,gothenburg is part of food web,No,No
34083,take car for drive has a last subevent of lock car,Yes,Yes
34084,bed is usually used for sleep,Yes,Yes
34085,person is capable of lead nations,No,No
34086,carbonize entails work,No,No
34087,south carolina is part of deep south,Yes,Yes
34088,create has a subevent of make new ideas,Yes,Yes
34089,find information is motivated by a goal of details,Yes,Yes
34090,cone is part of argo,No,No
34091,reading newspaper is usually used for communication,No,No
34092,calculating things quickly usually causes feeling of relief,No,No
34093,desk tray is usually used for cars,No,No
34094,departure is the opposite of silence,No,No
34095,play sport has a subevent of have injury,Yes,Yes
34096,hunger causes desire of cook curry,Yes,Yes
34097,catch entails listen,Yes,Yes
34098,credit card wallet is usually used for learning,No,No
34099,playing poker usually causes discomfort,No,No
34100,traveling has a subevent of taking detour,Yes,Yes
34101,remember phone number has a prerequisite of learn about phone number,Yes,Yes
34102,playing baseball has a subevent of throw ball,Yes,Yes
34103,baseball stadium is usually used for living in,No,No
34104,schedule is usually located at train station,Yes,Yes
34105,church tower is part of case shot,No,No
34106,buying presents for others usually causes death,No,No
34107,centavo is part of colon,Yes,Yes
34108,prosthesis is usually used for drying towels,No,No
34109,unbar entails undo,Yes,Yes
34110,cocktail waitress is usually located at bar,Yes,Yes
34111,bring in verdict has a subevent of running,No,No
34112,endosperm is part of seed,Yes,Yes
34113,buy hamburger has a last subevent of return tray,Yes,Yes
34114,tannoy is part of public address system,Yes,Yes
34115,remember phone number has a prerequisite of write down,Yes,Yes
34116,sene is part of tala,Yes,Yes
34117,celebrity is capable of pay bill,No,No
34118,mohawk river is part of new york,Yes,Yes
34119,running twenty six miles has a prerequisite of pack suitcase,No,No
34120,smile is the opposite of frown,Yes,Yes
34121,electromagnet is part of andes,No,No
34122,congressional district is part of central america,No,No
34123,nanchang is part of china,Yes,Yes
34124,going to sleep is usually used for letting body recover,Yes,Yes
34125,examining thing has a subevent of compare with standards,Yes,Yes
34126,air combat command is part of united states air force,Yes,Yes
34127,television transmitter is part of electromagnetic spectrum,No,No
34128,hinge is part of chorion,No,No
34129,cent is part of british shilling,Yes,Yes
34130,waiting room is usually located at bedroom,No,No
34131,yellowknife is part of tennis,No,No
34132,pass sentence has a prerequisite of judgemental,Yes,Yes
34133,trento is part of trentino alto adige,Yes,Yes
34134,databases is usually used for store data,Yes,Yes
34135,gardener is capable of plant seeds,Yes,Yes
34136,getting drunk is usually used for cooling room,No,No
34137,azerbaijan is part of greece,No,No
34138,oceans has a property of wet,Yes,Yes
34139,handle proposals is motivated by a goal of entertaining,No,No
34140,anisotropy is the opposite of red,No,No
34141,most people has favorite foods,Yes,Yes
34142,inexpensive is the opposite of incomprehensible,No,No
34143,go on internet has a prerequisite of have published,No,No
34144,dental floss is usually located at apartment,No,No
34145,plate is part of europe,No,No
34146,steak is usually located at grocery store,No,No
34147,floor is part of atmosphere,No,No
34148,walk around lake has a prerequisite of courage,No,No
34149,land is distinct from easy,No,No
34150,chairs is usually located at theater,Yes,Yes
34151,buying has a subevent of consider popular opinion,Yes,Yes
34152,dining room table is usually located at furniture store,Yes,Yes
34153,celestial body is part of universe,Yes,Yes
34154,casablanca is defined as belief in god,No,No
34155,new england is part of united states,Yes,Yes
34156,nails is usually located at grove,No,No
34157,surprising usually causes better standard of living,No,No
34158,bathe has a last subevent of dry off,Yes,Yes
34159,tape television show has a prerequisite of turn on vcr,Yes,Yes
34160,intercapitular vein is part of electromagnetic spectrum,No,No
34161,homeschooling is usually used for teaching children,Yes,Yes
34162,centiliter is part of sweden,No,No
34163,human is usually located at casino,No,No
34164,buying usually causes ownership,Yes,Yes
34165,take shower has a prerequisite of take out clothes,Yes,Yes
34166,firenze is part of basilica,No,No
34167,syllable is part of malaysia,No,No
34168,attending meeting has a subevent of learn,Yes,Yes
34169,invisible is the opposite of visible,Yes,Yes
34170,rain is capable of wet ground,Yes,Yes
34171,working has a subevent of complain,Yes,Yes
34172,wausau is part of kansas,No,No
34173,saint paul is part of circuit,No,No
34174,letter from parents is usually located at garden,No,No
34175,scuba dive has a prerequisite of get scuba gear,Yes,Yes
34176,reception desk is usually located at market,No,No
34177,dnieper is part of ukraine,Yes,Yes
34178,program has a prerequisite of learn programming language,Yes,Yes
34179,escape wheel is part of pennsylvania,No,No
34180,accordian bag is usually located at backyard,No,No
34181,bennington is part of weekend,No,No
34182,strap is part of chemise,Yes,Yes
34183,eyeglasses is usually used for whitening,No,No
34184,scuba diver is usually located at trunk,No,No
34185,hearing music is usually used for distraction,Yes,Yes
34186,humor has a property of hard,No,No
34187,laser is part of photocoagulator,Yes,Yes
34188,righty is the opposite of lefty,Yes,Yes
34189,shoe is usually located at foot,Yes,Yes
34190,arise is the opposite of down,Yes,Yes
34191,clean clothing is motivated by a goal of dirty clothes smell bad,Yes,Yes
34192,santa catalina is part of pacific,Yes,Yes
34193,buy hamburger is motivated by a goal of earn living,No,No
34194,tie rod is part of steering linkage,Yes,Yes
34195,incredulity is the opposite of conspicuous,No,No
34196,attend rock concert has a prerequisite of get tickets,Yes,Yes
34197,hillside is part of hill,Yes,Yes
34198,violin has lot of fat,No,No
34199,mekong is part of outrigger canoe,No,No
34200,getting exercise usually causes tiredness,Yes,Yes
34201,motherboard is usually used for making computers,Yes,Yes
34202,knit is motivated by a goal of make sweater,Yes,Yes
34203,text is usually located at library,Yes,Yes
34204,performance is usually used for show talents,Yes,Yes
34205,bomb is usually used for blowing things up,Yes,Yes
34206,person desires solutions,Yes,Yes
34207,feed is the opposite of outdoor,No,No
34208,mckinley is part of alaska range,Yes,Yes
34209,lens is usually located at swimming pool,No,No
34210,guns is capable of deal drugs,No,No
34211,accountants is capable of scape from prison,No,No
34212,lamp is capable of light up room,Yes,Yes
34213,smolensk is part of urinary bladder,No,No
34214,watch film has a subevent of spend money,No,No
34215,running has a subevent of fall asleep,No,No
34216,play sports has a prerequisite of join team,Yes,Yes
34217,running marathon usually causes frustration,No,No
34218,tulsa is part of oklahoma,Yes,Yes
34219,leicester is part of tanzania,No,No
34220,need for information causes desire of have checkup,No,No
34221,in charge of project has a subevent of manage,Yes,Yes
34222,mail is usually located at house,Yes,Yes
34223,soap is usually used for pleasure,No,No
34224,fight inflation has a prerequisite of understand economics,Yes,Yes
34225,going to opera usually causes hearing music,Yes,Yes
34226,playing tennis has a prerequisite of make reservation,No,No
34227,hard disk drive is capable of have sex,No,No
34228,staying fit has a subevent of work out,Yes,Yes
34229,vomer is part of torso,No,No
34230,learning about science usually causes sore feet,No,No
34231,muztagh is part of car,No,No
34232,syrian desert is part of tree,No,No
34233,cook is capable of season food,Yes,Yes
34234,teach other people has a subevent of learn,Yes,Yes
34235,jump rope has a prerequisite of find rope,Yes,Yes
34236,psalms is part of skirt,No,No
34237,hemoglobin is defined as pigment colors blood,Yes,Yes
34238,post message has a prerequisite of create message to post,Yes,Yes
34239,lake has 89 congenital defects,No,No
34240,internet is part of building,No,No
34241,drug is capable of cloud thinking,Yes,Yes
34242,linen closet is usually used for build boats,No,No
34243,people is usually located at military base,Yes,Yes
34244,liquor glass is usually located at country,No,No
34245,buy for loved one is motivated by a goal of watch more then once,No,No
34246,interchange is part of deuteronomy,No,No
34247,point is part of watch,No,No
34248,person desires equal opportunity,Yes,Yes
34249,photoshop is capable of doctor photo,Yes,Yes
34250,index card drawer is usually used for storing index cards,Yes,Yes
34251,clean has a prerequisite of driving,No,No
34252,mandalay is part of myanmar,Yes,Yes
34253,feet is usually used for diagnosis,No,No
34254,exercising has a prerequisite of death of,No,No
34255,northumbria is part of england,Yes,Yes
34256,in winter has a property of corrupt,No,No
34257,wait in line has a prerequisite of find end of line,Yes,Yes
34258,program has a prerequisite of take class,Yes,Yes
34259,pocket notebook is usually used for take notes,Yes,Yes
34260,mental illness has a property of north of united states,No,No
34261,praying is usually used for easy passage of vehicles,No,No
34262,telescope is capable of servicing appliance,No,No
34263,beneath is the opposite of above,Yes,Yes
34264,acorn is usually located at tree,Yes,Yes
34265,television set is usually located at store,Yes,Yes
34266,splashboard is part of vehicle,Yes,Yes
34267,space is part of california,No,No
34268,secret organization causes desire of work box office,No,No
34269,satellite transmitter is part of communications satellite,Yes,Yes
34270,erase entails talk,No,No
34271,surfer is capable of ride wave,Yes,Yes
34272,stop car has a prerequisite of ingredients,No,No
34273,wilkes land is part of ounce,No,No
34274,popcorn is usually located at drive in movie,Yes,Yes
34275,go to concert has a subevent of turn over,No,No
34276,test strength has a prerequisite of tickets,No,No
34277,get contract has a subevent of sign,Yes,Yes
34278,build up is the opposite of unprovable,No,No
34279,armchair is usually located at furniture store,Yes,Yes
34280,fabric is usually used for making cloth,Yes,Yes
34281,being hungry causes desire of bake cake,Yes,Yes
34282,empty bladder has a subevent of feel relief,Yes,Yes
34283,email is motivated by a goal of don't answer telephone,Yes,Yes
34284,knitting has a subevent of pick up phone,No,No
34285,sticky pad is usually located at field,No,No
34286,parent has child,Yes,Yes
34287,go to opera has a prerequisite of patience,No,No
34288,winnipeg is part of manitoba,Yes,Yes
34289,neighborhood map is usually used for find way around,Yes,Yes
34290,food can is usually located at grocery store,Yes,Yes
34291,time has a property of full of holes,No,No
34292,watering plant usually causes spilled water,Yes,Yes
34293,television receiver is part of television,Yes,Yes
34294,all people has feelings,Yes,Yes
34295,chapel is usually used for praying to god,Yes,Yes
34296,weight lifter is usually located at gym,Yes,Yes
34297,machine is usually used for developing perspective,No,No
34298,appian way is part of italy,Yes,Yes
34299,camera has flash,Yes,Yes
34300,exercising usually causes sex,No,No
34301,cortical area is part of thailand,No,No
34302,shoulder girdle is part of pectoral girdle,Yes,Yes
34303,breathing usually causes stress,No,No
34304,duvet is usually located at bedroom,Yes,Yes
34305,cleaning house is usually used for preparing for guests,Yes,Yes
34306,drive to work has a prerequisite of have gas in car,Yes,Yes
34307,breechblock is part of soft diet,No,No
34308,curtain is usually used for hide,Yes,Yes
34309,knit is motivated by a goal of clothes,Yes,Yes
34310,going into coma usually causes death,Yes,Yes
34311,watch evening news has a prerequisite of fiddle,No,No
34312,fungus is usually located at cave,Yes,Yes
34313,radios is capable of play music,Yes,Yes
34314,chait is part of hindu calendar,Yes,Yes
34315,talk with far away has a prerequisite of speak loudly,Yes,Yes
34316,times square is part of manhattan,Yes,Yes
34317,high pitched is the opposite of dark,No,No
34318,telephone line is usually used for hitting ball,No,No
34319,musicians is usually located at electrician's shop,No,No
34320,blankets is capable of act badly,No,No
34321,attend classical concert has a subevent of listen to music,Yes,Yes
34322,ganges is part of panama,No,No
34323,tank is usually located at military base,Yes,Yes
34324,army is distinct from small,No,No
34325,tell story has a subevent of get eye of listeners,Yes,Yes
34326,finding truth has a subevent of get customer service,No,No
34327,concrete method is the opposite of anisotropy,No,No
34328,gulf of finland is part of baltic,Yes,Yes
34329,learning usually causes getting good job,Yes,Yes
34330,nonpositive is the opposite of mount,No,No
34331,driving car has a subevent of concentrate,Yes,Yes
34332,crosswalk is usually located at street corner,Yes,Yes
34333,gaining more land is usually used for admiring,No,No
34334,preist is usually located at suitcase,No,No
34335,stepladder is usually located at hardware store,Yes,Yes
34336,sour gourd is part of baobab,Yes,Yes
34337,toilets is usually located at mall,Yes,Yes
34338,losing consciousness is usually used for rinse dishes,No,No
34339,apron is part of fairway,Yes,Yes
34340,cloth is capable of become wet,Yes,Yes
34341,phones is defined as plural of phone,Yes,Yes
34342,water plant has a prerequisite of light cigarette,No,No
34343,gaining more land is usually used for growing food,Yes,Yes
34344,getting paid usually causes cheer,No,No
34345,bake cake has a prerequisite of gather ingredients together,Yes,Yes
34346,skirt of tasses is part of body armor,Yes,Yes
34347,bagpipes is usually located at office,No,No
34348,sound is created by conservatives,No,No
34349,carpet pad is usually located at carpet,Yes,Yes
34350,middle term is part of major premise,Yes,Yes
34351,fire is capable of harm,Yes,Yes
34352,answer questions has a last subevent of collapse,No,No
34353,corpse is usually located at corner,No,No
34354,knick knack is usually located at shelf,Yes,Yes
34355,fight inflation has a subevent of saving money,Yes,Yes
34356,gas is usually located at pool hall,No,No
34357,roman empire is part of asia,Yes,Yes
34358,thanking has a subevent of shaking hand,Yes,Yes
34359,subtitle is part of france,No,No
34360,canadian falls is part of transmission,No,No
34361,cashing in has a subevent of talk to,No,No
34362,gulf of riga is part of window,No,No
34363,dance samba has a prerequisite of take off clothes,No,No
34364,kosovo is part of serbia,Yes,Yes
34365,adige is part of california,No,No
34366,gun is usually located at police station,Yes,Yes
34367,running usually causes getting clean,No,No
34368,situations has a property of selfish,No,No
34369,need for hardcopy causes desire of comfort friend,No,No
34370,toenail is part of malay peninsula,No,No
34371,galaxies is usually located at outerspace,Yes,Yes
34372,water is usually located at toilet,Yes,Yes
34373,blood is usually located at person,Yes,Yes
34374,beginning work has a subevent of turn on computer,Yes,Yes
34375,person is capable of ejaculate,No,No
34376,meet interesting people has a prerequisite of have balance,No,No
34377,carbon is usually located at organic matter,Yes,Yes
34378,box of tissues is usually located at cafe,No,No
34379,beauty is usually located at distillery,No,No
34380,ring binder is usually used for holding papers,Yes,Yes
34381,person desires best things in life,Yes,Yes
34382,studying for subject has a subevent of reading,Yes,Yes
34383,plumb bob is part of line,No,No
34384,being bad causes desire of obstruct justice,Yes,Yes
34385,toothpaste is usually located at tube,Yes,Yes
34386,find lost item has a prerequisite of faith,No,No
34387,frisbees is usually located at park,Yes,Yes
34388,anime is usually located at comic book store,Yes,Yes
34389,buy presents has a subevent of spend money,Yes,Yes
34390,living room is part of dwelling,Yes,Yes
34391,sending criminal to prison is usually used for cooling off,No,No
34392,yokohama is part of september,No,No
34393,ore is part of chest,No,No
34394,taking finals is usually used for making more money,No,No
34395,bathe has a prerequisite of get naked,Yes,Yes
34396,perilymph is part of television,No,No
34397,have sex has a subevent of climax,Yes,Yes
34398,bridge arch is usually used for creating flame,No,No
34399,beanbag is usually used for having fun,No,No
34400,waiting in line usually causes being ahead,No,No
34401,punch has a prerequisite of control yourself,Yes,Yes
