,questions,labels
25226,is lever found in a house?,1
25227,Is apothecary a hard profession?,1
25228,Is townhouse a government building,0
25229,Is domain part of your body?,0
25230,Is speedball an opiate?,1
25231,Is sulfur a state of being?,0
25232,Can you buy sugarcane at the store?,1
25233,Is undercoating a household item?,0
25234,Is divider fluffy,0
25235,Is teakwood outside?,1
25236,is balm just one color?,1
25237,is board an animal,0
25238,"Can you use mannequin to do something else, like wash clothes?",0
25239,Is splinter a food?,0
25240,is cereals stored in a freezer,0
25241,Is planet smaller than a car?,0
25242,does bisque contain plastic?,0
25243,Is barmaid an office job?,0
25244,Is broker in the financial field?,1
25245,Is box a building of some kind?,0
25246,does hourglass get moved around?,1
25247,Is teakwood in your home?,1
25248,Does scotch involve another person?,0
25249,can i take hoard to work,0
25250,is teens a proffessional,0
25251,is holster made of wood?,0
25252,Is toy usefull?,1
25253,Is lobe on/in the upper part of the body?,1
25254,is bearskin used to feed animals?,0
25255,Is sun a home installtion?,0
25256,Does arrival help you see better?,0
25257,is rapper something a human does?,1
25258,is necklace jewelry?,1
25259,Is paperweight a specific occupation?,0
25260,is documentation a tool,0
25261,Is tomb an object?,1
25262,Is boilerplate used in dentistry?,0
25263,Is carpenter alive?,1
25264,is superstructure a college?,0
25265,is barrette non living?,1
25266,Is hat touchable?,1
25267,is walnut meat?,0
25268,Is math an academic subject?,1
25269,Can garden be bought at Walmart?,0
25270,Is storybook educational,1
25271,Is filament something I can hold in my hand?,1
25272,Is bahamas a place?,1
25273,Is graveyard a place?,1
25274,Is chair located on the legs?,0
25275,is wavelength something you can buy?,0
25276,Does suite make calls?,0
25277,is cereals food,1
25278,does catch involve luck? ,1
25279,can you buy butter in a store?,1
25280,is oxygen made in a factory?,0
25281,Is thumbhole manmade?,1
25282,Does landmark have a roof,1
25283,is glycerin a type of water,0
25284,Is pourer an object?,1
25285,Is food related to facial expressions?,0
25286,is club a soda,1
25287,is turbocharger alive?,0
25288,Is motor an object,1
25289,can lavatory be owned,1
25290,Is aircraft larger than a house?,1
25291,Is leeches common?,1
25292,Is petrol a bacteria?,0
25293,Is greenroom alive?,0
25294,Is paprika a profession or title?,0
25295,is leaf driven,0
25296,is dogs always fround outside?,1
25297,Is plans made of paper?,1
25298,is hamstring found in kitchens?,0
25299,is saucepan light,1
25300,is table heavy,1
25301,do they use piano in a band ?,1
25302,Is godchild a toy?,0
25303,Does pump have antlers?,0
25304,Is headwind a natural disaster,0
25305,Can I wear snowdrift on my wrist?,0
25306,Is weapon dangerous?,1
25307,is buyer living?,1
25308,Is oven used in the kitchen?,1
25309,is pie popular?,1
25310,Is poet an adult?,1
25311,Is slaughterer outdoors?,1
25312,is toaster found inside the house?,1
25313,Does liar involve chilren?,1
25314,is sewage a place?,0
25315,does building run on electricity?,1
25316,Is gator a animal?,1
25317,does slaughterer require tools?,1
25318,does keys fit in my pockets?,1
25319,Is nitrogen living?,0
25320,Is narcotics used by people?,1
25321,is skyscraper something i would have in my home,0
25322,does television protect me in some way?,0
25323,Is cryptography a member of a family?,0
25324,Is fiction an idea,1
25325,Is quarry a machine?,0
25326,Do i need sauce to survive,0
25327,is pillow made of metals?,0
25328,is armor related to science,0
25329,is roulette for kids?,0
25330,Is notebook flooring?,0
25331,is nephew a sister?,0
25332,Is vermouth soft?,0
25333,Is woods a plant?,1
25334,is crepe used every day?,0
25335,Does throat feel pain?,1
25336,Is totem a place?,0
25337,is panda living in todays times,1
25338,is fjord a building,0
25339,does consider have to do with motion?,0
25340,is ejaculation furniture,0
25341,Is bible religious focused?,1
25342,is bread a food?,1
25343,Is jumpsuit loud?,0
25344,is workbox used for a specific purpose,1
25345,is lagoon warm,1
25346,would volunteer be a job you would make money from?,0
25347,is dildo alive?,0
25348,Is script something that you need to turn on,0
25349,is court testimony?,0
25350,is glaze a tool?,0
25351,is bellboy related to banks,0
25352,is vegetables organic,1
25353,is smores edible?,1
25354,is policeman in outer space,0
25355,Is curry necessary?,0
25356,is igloo a tool?,0
25357,Do you usually find computer on a desk,1
25358,Is hat a theory,0
25359,Is woodwork box shaped?,1
25360,is adhesion useful?,1
25361,do we use sherbet for a job?,0
25362,Is arbitrator part of a person's body?,0
25363,is selectee living,1
25364,can u cook on grill ?,1
25365,does phone grow on trees,0
25366,Is crabgrass a weed?,1
25367,is road medical,0
25368,is cavalry full grown?,1
25369,Is fornicator a child?,0
25370,Is refridgerator an appliance?,1
25371,does psychologist involve playing the sport?,0
25372,is trench outside,1
25373,Is typesetter a person?,1
25374,Is alleyway alive?,0
25375,Is hand alive?,1
25376,is crew something that is manufactured?,0
25377,Is kerchief a electronic?,0
25378,Is flirter a famous person?,1
25379,find cupboard in kitchen?,1
25380,Is cesspool man made,1
25381,is attendee edible?,0
25382,Is quarter a person?,0
25383,is earth physical object,1
25384,Can you put cheese on spaghetti?,1
25385,would you use computer in the water?,0
25386,Is cell a cell?,1
25387,Is banker related to finance?,1
25388,Does complete fit in your hand>,0
25389,Is tape breakable?,1
25390,is false dead,0
25391,does immigrant have more than 2 legs?,0
25392,is documentation a person,0
25393,is produce common?,1
25394,Is commision some kind of job,0
25395,could negligee fit in a purse?,1
25396,Is takeaway living?,0
25397,is silverware also hardware?,0
25398,Is charity an organization?,1
25399,Is headlight alive?,0
25400,Is mister related to women?,0
25401,Is retainer heavy?,0
25402,is grandmother common?,1
25403,is jewelry made of metal,1
25404,Is carafe found most often in the kitchen?,1
25405,is bookmark human,0
25406,Is pump an object?,1
25407,Is refrigerator smaller than a breadbox?,0
25408,Is bar a family friendly place?,0
25409,Is discount colorful?,0
25410,is parishioner an animal?,0
25411,is taxi a vehicle\,1
25412,is attire a rock?,0
25413,is shortbread a snack,1
25414,Is bullwhip a thing?,1
25415,Is toe on the head?,0
25416,is cave a place,1
25417,does barista come with manuals,0
25418,Is hotdog a food?,1
25419,is jokester a idea?,0
25420,Is compasses found in the average home?,1
25421,Is hayloft used inside,1
25422,Is particulate smaller than a grain of salt?,1
25423,Is joke funny?,1
25424,is blackface rotten?,0
25425,Is drain a machine?,0
25426,is doorstep electric?,0
25427,Is bluebook made of wood?,0
25428,is biter alive,1
25429,is wife gender specific,1
25430,IS cosmetologist a person?,1
25431,is topcoat a solid object?,1
25432,is trinket alive,0
25433,is hurdle made of stone or rock?,0
25434,is spices medicinal?,1
25435,is receiver alive,0
25436,is inspector something you would find at a circus?,0
25437,does tribeswoman have a job,1
25438,Is fax an object?,1
25439,is mother a person?,1
25440,Is thing red?,1
25441,is food candy?,1
25442,Is sand found in the bathroom?,0
25443,does tapestry have a smell,1
25444,is stovetop hot,1
25445,Is bushman human?,1
25446,Is copperplate alive?,0
25447,is keyhole manmade,1
25448,Is hummer a specific type of vehicle?,1
25449,Is meteor part of an action?,0
25450,Does epidemiologist walk on four legs?,0
25451,Is gold a tool?,0
25452,is branch a stick of some kind?,1
25453,is fielder a person of a particular group?,1
25454,is corn food?,1
25455,Is conduct a gas?,0
25456,is porthole biodegradable,0
25457,Is cutter metal?,1
25458,is edition used for entertainment,1
25459,Is dishwater a noun?,1
25460,is amphetamine made of several ingredients?,1
25461,Is pastry made out of paper?,0
25462,Is dad a female?,0
25463,Is butler dangerous?,0
25464,Is country a place?,1
25465,Can camp be done outside?,1
25466,is melon non living?,1
25467,does track make noise?,0
25468,is tailbone edible?,0
25469,Is chair tangible,1
25470,Is suspenders a animal?,0
25471,is kayak manmade,1
25472,Does decongestant come in many colors?,1
25473,is skyscraper larger than a whale?,1
25474,Does confetti make noise?,0
25475,Does foldout produce light?,0
25476,is father a person,1
25477,Is grapefruit an electronic?,0
25478,Is heroin edible?,0
25479,Is forceps big?,0
25480,Does lad grow?,1
25481,is dugout an idea,0
25482,is greenback a person,0
25483,Is horizon big?,1
25484,Is outfielder alive?,1
25485,is vest something you wear?,1
25486,is referee sports related?,1
25487,Is pad an object?,1
25488,Is sailcloth found in nature?,0
25489,is haze a room,0
25490,Is ice baked,0
25491,Is imbecile a part of a family?,1
25492,is sand a mineral,1
25493,Is linguist alive?,1
25494,do you use knife in the kitchen,1
25495,Is hooligan a celebration?,0
25496,Is phone powered?,1
25497,Is ribcage manufactured? ,0
25498,Can bra be worn on your legs?,0
25499,is rioting used to move things?,0
25500,Can sand be found outside?,1
25501,Is turret found in the average home?,0
25502,is parent related to a profession?,0
25503,Does gear use electricity?,1
25504,Does backpack have wheels?,0
25505,Is calipers cold?,1
25506,Is dishware alive?,0
25507,Would I find lectern in a doctor's office?,0
25508,Is agriculture a common word?,1
25509,is trekker man made?,0
25510,is window thick?,1
25511,is chaplain a place,0
25512,is lamp electrical,1
25513,Is hemp good for glaucoma,1
25514,can you find moon in a home?,0
25515,Does notepad have legs?,0
25516,is damper square,0
25517,is fig a root of some sort,0
25518,Can I use blender to make a specific type of drink?,1
25519,Is thingamabob found in homes?,1
25520,Is rose a flower?,1
25521,is turd made of wood,0
25522,is anorexia a landmark,0
25523,is kneepad man made,1
25524,does boot have scales?,0
25525,does grappler work with nature,0
25526,is gold hard to find on a daily basis,1
25527,Is dead a ball?,0
25528,does sleeping require a skill,0
25529,Is foot a household item?,0
25530,Is blind a billboard?,0
25531,Did quicksand form in nature,1
25532,Is air an object?,0
25533,Is perspiration related to the upper portion of a person's body?,1
25534,is pharmacy attach to the celing,0
25535,Is oak a tree?,1
25536,Is mountain small?,0
25537,is biosphere valuable,1
25538,Is serpent a popular type of snake?,1
25539,Is case something normally found outside,0
25540,Does rare have moving parts?,0
25541,Is clap a motion?,1
25542,is computer electrical,1
25543,Is ashcan safe to use?,1
25544,Is pickax legal to own or posses?,1
25545,Is fossil fragile,1
25546,Can I buy guidebook at a store?,1
25547,Is bumper a light?,0
25548,Is labeler a living thing?,0
25549,Is mathematician alive?,1
25550,is bacteria a gem,0
25551,is plumage a machine,0
25552,Is footplate alive?,0
25553,is reprint a plant,0
25554,is shunt wooden?,0
25555,Is statue heavy?,1
25556,is juncture alive,0
25557,is bloke big,1
25558,is locker a weapon,0
25559,Is animal man made,0
25560,does boss take place in court rooms?,0
25561,can father be a girl,0
25562,does checkers have a lot of pieces?,1
25563,Is grater used to wash dishes?,0
25564,Does clearinghouse store information? ,1
25565,is plant grown in a garden,1
25566,Is island animals?,0
25567,is hydroplane abstract,0
25568,Is footrest a household item?,1
25569,can virus bounce?,0
25570,can I find lightbulb in the bedroom?,1
25571,Is watch sharp? ,0
25572,is moneybags man made?,1
25573,is spatula metal?,1
25574,is sushi furniture of some sort,0
25575,does lettering involve more than one teacher,0
25576,is simulation a concept,1
25577,do you find hubcap in a home?,0
25578,is sidewall heavy?,1
25579,is crush generally positive,1
25580,Is bleach natural?,0
25581,is tequila veggie,0
25582,Does eyewitness describe their social status?,0
25583,"Can you use washer to do something else, like wash clothes?",1
25584,Is forepaw an ecosystem,0
25585,is savannah a concept,0
25586,is tenderloin made of wood?,0
25587,Is roadblock made of plastic?,0
25588,Is rosebush a type of bush?,1
25589,is hoofs used in the garden,0
25590,can buttercup be a toy,0
25591,does tractor require a fuel sorce,1
25592,is house made of wood,1
25593,Is cyst powered by electricity?,0
25594,is antiques useful,1
25595,Is pump alive?,0
25596, is ivy vegetation,1
25597,is valve used to write things,0
25598,Does skateboard move?,1
25599,is miraclewhip mayonaise,1
25600,Is sleeve considered clothing?,1
25601,is gunshot loud,1
25602,is confectioner military related,0
25603,is supervisor a job title?,1
25604,Is grandfather alive?,1
25605,is uniform plastic?,0
25606,Is shovel edible?>,0
25607,is blade a human,0
25608,Does train come in different sizes?,1
25609,is overalls found in a bedroom,1
25610,this doesn't make sense - is heartthrob a person?,1
25611,Is hotel made of stone?,1
25612,Is ipad electronic? ,1
25613,Is gash physical,1
25614,is thumbscrew stepped on?,0
25615,is population alive,1
25616,is running an activity=,1
25617,Is papa a gland?,0
25618,Is cowskin from the feet,0
25619,Is stepmother a step-something?,1
25620,IS ladle a furniture?,0
25621,can you buy saliva in a store?,0
25622,Is shelves something found in a store?,1
25623,It is pavement found in the living room,0
25624,Does men run on gas?,0
25625,Is smell an object,0
25626,is tsar an occupation,1
25627,Is booger a living thing?,0
25628,is midterm beautiful to look at,0
25629,is swatch data,0
25630,Is storybook illegal to own,0
25631,is sweatshirt used for entertainment,0
25632,is shoehorn a decoration,0
25633,is song a she,0
25634,Is mix a system of government? ,0
25635,is nature man made?,0
25636,is nitroglycerine a condiment?,0
25637,is time used for cutting?,0
25638,Is thesis used by children?,0
25639,is warmonger an organ?,0
25640,Is slaughterer a job?,1
25641,is tradesman a man,1
25642,Does cadaver taste like chicken?,0
25643,Is wrench a tool?,1
25644,Is sonar alive?,0
25645,is diner considered hard labor?,0
25646,is monkfish made in a factory,0
25647,Can backstabber hug you?,1
25648,Is asylum a solid?,0
25649,can you buy perfect at walmart,0
25650,Is pillbox related to music?,0
25651,Is denominator thinking?,0
25652,Is wall bigger than a human,1
25653,Is douche something you use?,1
25654,is scoop alive,0
25655,is polyvinyl found in nature?,0
25656,is story dangerous ,0
25657,does hurdler involve attacking,0
25658,is porkpie kept in the fridge?,1
25659,Is equipment related to science,1
25660,Is timecard made of metal?,0
25661,is professor alive,1
25662,Is apothecary an addict?,0
25663,is plum purple,1
25664,is newborn full grown?,0
25665,does inquisitor smell,1
25666,Does pole breathe? ,0
25667,Is brick related to the military?,0
25668,Is yellows a thing?,1
25669,Does martini move around?,0
25670,Is toymaker an object?,0
25671,Is cutlery used for cutting,1
25672,is boulder an object?,1
25673,is keystroke an object,0
25674,is coconspirator job related,1
25675,is fleck a belief,0
25676,Is metropolis fun to go to?,1
25677,is observer a person?,1
25678,Is starch consumed as a food?,1
25679,Is detonator used to clean?,0
25680,is welder an occupation?,1
25681,Is ethyl hard?,0
25682,do people build mine to generate some resource,1
25683,does pail have a face drawn,0
25684,Is bottleneck soft?,0
25685,Is refinery more of an abstract/collective term than a specific item? ,0
25686,is time a magazine?,1
25687,is gladiator in the sciences,0
25688,Is money alive?,0
25689,does chateau move,0
25690,Is rare a place?,0
25691,Is drumstick human?,0
25692,Is spoon man made?,1
25693,Is animator a scientist?,0
25694,is marijuana a plant?,1
25695,Does backpacker involve a group?,1
25696,Is planet found in the forest?,0
25697,does microphone crush things,0
25698,Is oboe related to gardening?,0
25699,does juror make sound,1
25700,Is machine a person?,0
25701,is pavers made of brick?,1
25702,Is tonic electronic?,0
25703,is officer person?,1
25704,Does reading involve other people?,0
25705,is dockyard abstract?,0
25706,is courtroom related to government?,1
25707,Does calipers have fuel?,0
25708,does shaver clean up messes,0
25709,is gender group of persons?,1
25710,Is dart an animal ,0
25711,is banana found in the wild?,1
25712,is algae a plant?,1
25713,can you find moneymaker in a home?,1
25714,does salesmen work in the government,0
25715,Is grandfather a building,0
25716,Is pillbox man-made?,1
25717,is mechanism an appliance,1
25718,Is sentinel used to eat?,0
25719,Is housewife pretty?,1
25720,Can I fit placard in my hand,1
25721,Is metal used for recycling?,1
25722,is airplane a hard object?,1
25723,is carport metal?,1
25724,Is narcotics a weapon?,0
25725,Is snowdrift made from plastic?,0
25726,Is slaughterer indoors?,1
25727,Is man a woman?,0
25728,is fan on the outside of the house?,0
25729,is plants found in nature,1
25730,Is boilerplate bigger then a car?,0
25731,is harlequin a sport?,0
25732,Is condensates made with fruit?,0
25733, Is cushion soft? ,1
25734,is doornail found in the home,1
25735,is locomotive electric train,1
25736,Is tactician an occupation? ,1
25737,does your body do teahouse automatically,0
25738,is finery expensive?,1
25739,IS aristocrat common?,0
25740,Is sunny a bad weather?,0
25741,can i buy housekeeper in a store? ,0
25742,Does lectern hold books?,1
25743,Is footplate furniture?,0
25744,is scratches used in home?,0
25745,is panel an appliance? ,0
25746,is key possible to lose it?,1
25747,Is puss a mythological animal?,0
25748,Can you grow taffy at all?,0
25749,is napkin bigger than a breadbox,0
25750,Is desktop a food,0
25751,is dryer a place?,0
25752,Can target change it's shape or form over time without outside force?,0
25753,is fence made of wood?,1
25754,can scumbag be a gift?,0
25755,does burrow have restrooms?,0
25756,is looser made of wood?,0
25757,is food angry ?,0
25758,is printer something used daily,1
25759,is string an object,1
25760,Is fishpond frozen over?,1
25761,Do you use spoon to eat?,1
25762,does sunflower have roots,1
25763,is groove red?,0
25764,Is giver living?,1
25765,Can you fit pencil in your hand,1
25766,is air an object,0
25767,is wheel round,1
25768,Is keyboard an occupation,0
25769,is herd a singular thing?,0
25770,does calligrapher require a college education?,0
25771,is hitter made of metal,0
25772,is enema electrical?,0
25773,Can squad be done outdoors?,1
25774,does veterinarian have legs?,1
25775,is crabmeat valuable,1
25776,is bottler alive?,1
25777,can I buy headwear in a store?,1
25778,is pump a type of machinery? ,1
25779,is cushion furniture,1
25780,Is bedsheet furniture?,0
25781,Is cadaver endangered?,0
25782,is cabbage a job?,0
25783,Is word an animal?,0
25784,Is load big?,1
25785,is torch a tool?,1
25786,is sacker an occupation,1
25787,Is whore safe for children?,0
25788,Is underlay something to do with responsibilities? ,0
25789,Is scotsman a person?,1
25790,Does tablet have a handle?,0
25791,would rink be made from brick or stone,1
25792,Is defecate an action?,1
25793,is stethoscope used by children,0
25794,Does borough glide on ice? ,0
25795,can i safely hold bomb in my hands,1
25796,Is wool jewelry?,0
25797,Is ottoman a piece of furniture?,1
25798,Is bike made of metal?,1
25799,Is neighbor alive?,1
25800,Is graveside living?,0
25801,Does relight involve touch?,1
25802,can dresser be used to make things,0
25803,is skyscraper found on a farm,0
25804,Is fan bigger than a bread box?,1
25805,could you send corral in the mail?,0
25806,can i hold neckline in my hand?,0
25807,does ragtime involve kids,1
25808,is man male?,1
25809,is bowls made of fabric?,0
25810,Is trophy made of cloth?,0
25811,is program a tangible thing,0
25812,is replica hard,1
25813,Would octopi make a good sandwich?,0
25814,Is work something a human does?,1
25815,Can manager be seen in multiple places?,1
25816,Is gelatin something humans use?,1
25817,Is bushes a broad term for a group of plants,1
25818,Is apple large?,0
25819,Is reconstruction alive?,0
25820,does ship involve water?,1
25821,Is mixer for security?,0
25822,Is essay loud,0
25823,does debit have to be cooked?,0
25824,Is nerd a bear?,0
25825,"is south an idea, a concept?",0
25826,is frappe small,1
25827,is scissors used to cut things? ,1
25828,is detergent a household item?,1
25829,Is paddle a place?,0
25830,is creole a person,1
25831,is stop currently in production,0
25832,Does bus fit in the palm of your hand?,0
25833,Is shirt worn?,1
25834,is walk an action,1
25835,Is lime a type of fruit?,1
25836,is pork from a farm animal?,1
25837,is kneepad used by humans,1
25838,Is helpful a personality trait?,1
25839,is door food,0
25840,is coin soft?,0
25841,is sterilizer used for decoration?,0
25842,Is jawbone a physical object?,1
25843,is escape bigger than a hand?,0
25844,is soot an animal,0
25845,i have no idea!  Is hunter bought at a specialty store,0
25846,can you sit on stickman ?,0
25847,Is fornicator a human>,1
25848,is lavatory an abstract concept,0
25849,Does bugler walk on four legs?,0
25850,is corn a plant,1
25851,Is workshop a physical object?,1
25852,Is brassiere less than $10?,1
25853,Is technician an engineer?,1
25854,Does denim have metal components?,1
25855,Is scripture a tangible item?,0
25856,Does accordion require skill to use?,1
25857,is bugle alive?,0
25858,is daydreamer alive?,1
25859,is donor human?,1
25860,is sand food,0
25861,is swatch a concept,0
25862,is slush something that is spoken?,0
25863,is ballad round,0
25864,Is quartz a type of crystal?,1
25865,Is midwife man-made?,0
25866,is tile made out of stone,1
25867,does teacher swim,1
25868,can fork be planted?,0
25869,is biter an abstract idea,0
25870,Is teetertotter an indoor object?,0
25871,is roughhouse related to human trafficking ,0
25872,is pyramid alive,0
25873,does crevice have an important function,0
25874,is tongue a person,0
25875,Is masonry related to making or building?,1
25876,does cash tell time,0
25877,does shantytown use fuel,0
25878,Is pharmacist perfume?,0
25879,Is megaphone a manmade object?,1
25880,Is bouncer a role in a family?,0
25881,does tree produce nuts?,1
25882,Is fruit used for decoration?,1
25883,Is notebook a concept?,0
25884,Is hauler human,1
25885,Is devourer a person?,1
25886,is moonshine sold but not in stores?,1
25887,Is livery formal wear?,1
25888,does overlord get paid,1
25889,Is crossword heavy?,0
25890,is dream a physical object,0
25891,Is handgun something man made?,1
25892,is yoke a person,0
25893,Is icepack small?,1
25894,does banana have multiple colors?,1
25895,does hangar store bicycles?,0
25896,is pebble expensive to urchase,0
25897,is tummy a verb,0
25898,Can a person hold dumbbell in their hand?,1
25899,is nun a man,0
25900,Does mime involve a job title?,1
25901,is panda furry,1
25902,Is brat a person?,1
25903,Can tit throw a baseball ?,0
25904,Is eggshell an appliance?,0
25905,is rag a household good,1
25906,can helicopter be seen in a home?,0
25907,Is fruitcake made by nature?,0
25908,does harpsichord have fabric?,0
25909,Does copier relate to a job?,1
25910,is orchestra part of the body?,0
25911,is streamliner more than $500,1
25912,Is television powered by electricity?,1
25913,is putt for swimming,0
25914,is watch something you buy,1
25915,Is wine something on the floor?,0
25916,Is paparazzi a woman?,1
25917,is ice a place,0
25918,is sledge outside the home?,1
25919,Is soybean leafy,1
25920,is nape a plant,0
25921,Is banker alive?,1
25922,Is sodapop solid?,0
25923,is wall alive?,0
25924,is bench made of wood,1
25925,Is supplies soft ,1
25926,Is starch larger than a person?,0
25927,is school made of plastic?,0
25928,can buffet get dirty?,1
25929,Is lager clear,0
25930,is pitchfork solid?,1
25931,is thimble larger than a chair?,0
25932,is butler a person,1
25933,Is heater a thing?,1
25934,Can bootie be found in a home?,1
25935,Is rubdown found within people?,0
25936,IS traps alive?,0
25937,is monkfish language,0
25938,is manicotti a vegetable,0
25939,is fishhooks silver?,1
25940,Is spoon normally found in the kitchen?,1
25941,Is restaurant used to cook pizza?,1
25942,is text a gas?,0
25943,Is washcloth part of the landscape?,0
25944,is airplay alive,0
25945,Is water kept in a cabinet?,1
25946,Is nightspot a building used for entertainment?,1
25947,Is migrant a friend,1
25948,Is structure alive,0
25949,is stopsign found in a house?,0
25950,Is runt a mammal?,1
25951,is chairstep edible?,0
25952,Is peashooter used for entertainment?,1
25953,is kneepad an electronic,0
25954,Is shield something a repair man would use?,0
25955,Is hallucinogen a person?,0
25956,Can cryptography be seen?,1
25957,Does snorer relate to a specific occupation?,0
25958,is clergyman a leadership type of role?,1
25959,is shower in the air,0
25960,is whirlpool an idea?,0
25961,is building a solid?,1
25962,Is dancer a person,1
25963,does postponement have feelings?,0
25964,is biography about humans?,1
25965,Does ballpoint drive?,0
25966,is rear normal,1
25967,does banana have moving parts?,0
25968,Is rouge used in the kitchen?,0
25969,Is crawler related to weather?,0
25970,Is store a place?,1
25971,is roulette related to sports?,0
25972,is waffle a breakfast food ?,1
25973,is neat alive?,0
25974,do I find fan in my kitchen?,1
25975,does customer move?,1
25976,Would you find photocopier in an office?,1
25977,is ocean a body of water,1
25978,is staffer a fun job,1
25979,is group a movement?,0
25980,Is neckwear portable?,1
25981,is hotdog edible?,1
25982,is donation used in jewelry?,0
25983,Is outfield used for leisure?,1
25984,Is jackknife a group?,0
25985,is sleazebag a certain occupation,0
25986,does sandalwood come in different sizes?,1
25987,is wastebasket for eating?,0
25988,is fedora part of a house,0
25989,Is battlefield alive?,0
25990,would foldout be in my home?,1
25991,is women a building?,0
25992,does plate have to do with food?,1
25993,Is superstructure a building? just a building?,1
25994,Does road have buttons?,0
25995,is cookie a fortune cookie?,1
25996,Is skin used at parties?,0
25997,Can lender be found in a city?,1
25998,does tranquilizers have wheels,0
25999,Is oval a shape?,1
26000,Is hairdresser at all supernatural?,0
26001,Is matchwood round?,0
26002,is feces human ,0
26003,is sonar made of wood?,0
26004,is prophet an athlete?,0
26005,is water a liquid,1
26006,Does debater relate mostly to an age category?,0
26007,is fatness a gas,0
26008,Is holder bigger than a car?,0
26009,Is sliver fun to use?,0
26010,Is asphalt a man made item?,1
26011,Does spinout involve health?,0
26012,is townhall run by the government,1
26013,Is arches man made?,1
26014,does jackpot make noise,1
26015,is doctor living?,1
26016,is jar something everyone needs,1
26017,can spittoon fix things,0
26018,Is ganja an animal?,0
26019,Is elbow part of a human?,1
26020,is chair natural?,0
26021,Is motorboat used in construction,0
26022,Is receiver built?,1
26023,Is ancestors in a city?,1
26024,does kneepad protect you,1
26025,is brush a household item,1
26026,Is lubrication anything that exists physically?,1
26027,Is epidemiologist alive?,1
26028,Is hands a part of a human?,1
26029,is saddle common?,1
26030,does lightbulb use electricity?,1
26031,is peanuts related to horticulture,1
26032,Is axes mostly metal?,1
26033,Is drift natural?,1
26034,Is topsail taller than three feet?,1
26035,do you cut shedder down?,0
26036,is guidebook man made,1
26037,Is chirp found in nature?,1
26038,Is breast an animal?,0
26039,Is alumni an animal?,0
26040,does mine move?,0
26041,is inhaler a tool,1
26042,Is plants alive?,1
26043,is toyota a car?,1
26044,Is campsite made of metal?,0
26045,is religion an idea?,1
26046,does peephole hol;d something in place?,0
26047,Is titan heavy?,1
26048,Does cop have two legs?,1
26049,Is morphine soft?,0
26050,Does nurse have to do with medicine?,1
26051,is mademoiselle a human ,1
26052,Is lawyer something related to a specialized medical field?,0
26053,does replica move,1
26054,is moon on earth?,0
26055,Does contact have a particular location?,0
26056,Does appointee make  noise?,1
26057,does midterm have an odor,0
26058,do they use plastic in factories?,1
26059,is townswoman human?,1
26060,is driver a plant?,0
26061,Is rouge a household item?,1
26062,Does come have wheels?,0
26063,is drive an activity?,1
26064,can i buy sage at the store,1
26065,is sweathouse soft,0
26066,does ground serve a purpose?,1
26067,Is cathedral a place,1
26068,is kayak used for transportation?,1
26069,Is president a man?,1
26070,is meed a kind of furniture?,0
26071,Is lunchtime a responsibility?,0
26072,Is chlorine found outside?,1
26073,Is aerialist a flower,0
26074,is spareribs something to wear?,0
26075,is cherry a tool?,0
26076,Is fingers part of humans or animals?,1
26077,Is gentlefolk a dear person?,1
26078,is air a necessity?,1
26079,Is vision an object?,0
26080,is contributor alive,1
26081,Is knee a person?,0
26082,Is encasement a snack?,0
26083,Is fist something that is powered by a source (like gas or electricity)?,0
26084,Is earthling a parent?,1
26085,can banana be bought,1
26086,is spoon an occupational term?,0
26087,Is cards related to a hobby?,1
26088,is rosemary edible,1
26089,does robot use electricity ,1
26090,is coleslaw a behavior?,0
26091,Is neighbor young?,1
26092,Is surveyor in construction?,1
26093,Is contract omnivorous?,0
26094,Is plane something that most people own?,0
26095,Does man have one or more brand names?,0
26096,is man a color?,0
26097,Is sundial used to tell time?,1
26098,is mortar smaller than shoe?,1
26099,is ship metal,1
26100,Is mayor a person?,1
26101,Is thespian an instructor?,1
26102,is gumdrop made up of metal,0
26103,is food a human?,0
26104,Is icebox usually in the kitchen,1
26105,is sandwich food ?,1
26106,Is ricotta used for repairing?,0
26107,Does avoiding have legs?,0
26108,is walnut a nut,1
26109,is sanitarium found in a house?,0
26110,can you buy jam in the summer ?,1
26111,Is gorge all encompassing?,0
26112,Is sun a document ,0
26113,Is condition a person?,0
26114,is track an application,0
26115,is paperwork has emotion,0
26116,does bulb give light,1
26117,can masterwork be driven?,0
26118,can housedress be purchased at wal-mart?,1
26119,Does tinplate use electricity?,0
26120,Does waterwheel need gasoline?,0
26121,Does bloomer require electricity,0
26122,Is sludge useful?,0
26123,Is eggplant red?,0
26124,is snowmobile bigger than a cat?,1
26125,Is muscleman an important job,0
26126,You can put terracotta in a pocket?,1
26127,Is needles a decoration?,0
26128,Do you use shilling to eat?,0
26129,is teriyaki a thought,0
26130,Does jury come in many varieties? ,1
26131,Is menthol green?,1
26132,Is mango useful to himans/,1
26133,is border larger than a car,1
26134,Can troupe move?,1
26135,does earlobe make sounds,0
26136,is league related to humans?,1
26137,is contributor involved in finance,0
26138,is strudel one single food item ?,1
26139,can you pick building up,0
26140,Is hoopskirt science related?,0
26141,Is kiln found in nature?,0
26142,Is chevy big,1
26143,Is headmistress a full time profession?,1
26144,Is read larger than a person?,0
26145,Is wildfire related to nature?,1
26146,is linguini a common thing,1
26147,is maid alive,1
26148,is bullring bigger than a couch,1
26149,Is bar for transportation?,0
