,top_20_predictions,prediction,prediction_probability,sentence,name
2180,"['shark', 'fish', 'sharks', 'dolphin', 'tuna', 'whale', 'octopus', 'predator', 'swimmer', 'fishes', 'squid', 'animal', 'crocodile', '##fish', 'torpedo', 'shrimp', 'crab', 'submarine', 'catfish', 'ray']",animal,6.466424383688718e-05,A mackerel_shark is a type of [MASK].,mackerel_shark
2182,"['bird', 'insect', 'animal', 'cat', 'owl', 'crow', 'deer', 'parrot', 'partridge', 'cuckoo', 'duck', 'chicken', 'mammal', 'ant', 'turkey', 'rabbit', 'crane', 'birds', 'hawk', 'vulture']",animal,0.004920069128274918,A woodpecker is a type of [MASK].,woodpecker
2183,"['tiger', 'cub', 'animal', 'cat', 'mammal', 'monkey', 'bear', 'primate', 'kitten', 'leopard', 'lion', 'dog', 'cubs', 'panda', 'jaguar', 'toy', 'bird', 'elephant', 'puppy', 'pet']",animal,0.0635485053062439,A tiger_cub is a type of [MASK].,tiger_cub
2185,"['lizard', 'turtle', 'dinosaur', 'animal', 'mollusk', 'mammal', 'bird', 'reptiles', 'lizards', 'snail', 'crocodile', 'parrot', 'fish', 'crab', 'kangaroo', 'shark', 'gastropod', 'snake', 'scorpion', 'lobster']",animal,0.03526240587234497,A iguanid is a type of [MASK].,iguanid
2186,"['animal', 'cat', 'panther', 'dog', 'mammal', 'leopard', 'snake', 'bird', 'horse', 'lizard', 'tiger', 'lion', 'turtle', 'jaguar', 'spider', 'car', 'wolf', 'bear', 'dragon', 'locomotive']",animal,0.20307233929634094,A panther is a type of [MASK].,panther
2187,"['animal', 'insect', 'mammal', 'ant', 'lizard', 'organism', 'spider', 'bird', 'dinosaur', 'worm', 'mollusk', 'primate', 'turtle', 'creature', 'bug', 'fossil', 'snail', 'scorpion', 'fish', 'snake']",animal,0.35921525955200195,A anthropoid is a type of [MASK].,anthropoid
2192,"['primate', 'animal', 'mammal', 'monkey', 'ape', 'human', 'gorilla', 'bird', 'animals', 'mammals', 'cat', 'rodents', 'insect', 'apes', 'mouse', 'creature', 'rat', 'parrot', 'monkeys', 'dog']",animal,0.12933330237865448,A chimpanzee is a type of [MASK].,chimpanzee
2194,"['snake', 'snakes', 'lizard', 'scorpion', 'python', 'cobra', 'viper', 'worm', 'reptiles', 'fish', 'serpent', 'eel', 'animal', 'spider', 'frog', 'mammal', 'insect', 'lizards', 'toad', 'crocodile']",animal,0.0008832600433379412,A milk_snake is a type of [MASK].,milk_snake
2196,"['zebra', 'horse', 'pigeon', 'glider', 'bicycle', 'fish', 'butterfly', 'bird', 'locomotive', 'chicken', 'cheese', 'submarine', 'shark', 'beetle', 'rabbit', 'goose', 'donkey', 'turtle', 'animal', 'car']",animal,0.006553687155246735,A grevys_zebra is a type of [MASK].,grevys_zebra
2199,"['hen', 'chicken', 'bird', 'poultry', 'pigeon', 'chickens', 'rooster', 'animal', 'mammal', 'goose', 'rabbit', 'pig', 'parrot', 'rat', 'partridge', 'primate', 'cuckoo', 'birds', 'hog', 'livestock']",animal,0.014382099732756615,A guinea_hen is a type of [MASK].,guinea_hen
2202,"['mammal', 'cat', 'animal', 'leopard', 'elephant', 'bird', 'deer', 'dog', 'tiger', 'rabbit', 'monkey', 'lion', 'horse', 'primate', 'zebra', 'lizard', 'rhino', 'goat', 'kangaroo', 'gorilla']",animal,0.08056041598320007,A cheetah is a type of [MASK].,cheetah
2209,"['mammal', 'otter', 'frog', 'snail', 'turtle', 'animal', 'fish', 'slug', 'newt', 'beaver', 'mammals', 'lizard', 'snake', 'mollusk', 'gastropod', 'weasel', 'kangaroo', 'dog', 'rodents', 'bird']",animal,0.004160705488175154,A american_water_shrew is a type of [MASK].,american_water_shrew
2210,"['dinosaur', 'lizard', 'turtle', 'mammal', '##osaurus', 'dinosaurs', 'reptiles', 'fossil', '##saurus', 'crocodile', 'bird', 'shark', 'animal', 'geologist', '##aurus', 'fish', 'predator', '##odon', 'whale', 'mollusk']",animal,0.0007827217923477292,A genus_argentinosaurus is a type of [MASK].,genus_argentinosaurus
2213,"['fish', 'shrimp', 'animal', 'mollusk', 'coral', 'gastropod', 'oyster', 'worm', 'lobster', 'crab', 'octopus', 'sponge', 'lizard', 'organism', 'worms', 'snail', 'aquarium', 'turtle', 'algae', 'shark']",animal,0.05390571802854538,A edible_sea_urchin is a type of [MASK].,edible_sea_urchin
2214,"['owl', 'bird', 'owls', 'crow', 'bat', 'parrot', 'pigeon', 'mammal', 'animal', 'dog', 'mouse', 'insect', 'raven', 'butterfly', 'cuckoo', 'hawk', 'squirrel', 'human', '##bird', 'duck']",animal,0.0005675211432389915,A little_owl is a type of [MASK].,little_owl
2217,"['bird', 'mammal', 'butterfly', 'spider', 'insect', 'snake', 'lizard', 'turtle', 'fish', 'snail', 'bat', 'animal', 'pigeon', 'scorpion', 'moth', 'wasp', 'beetle', 'volcano', 'cactus', 'gastropod']",animal,0.015772594138979912,A northern_phalarope is a type of [MASK].,northern_phalarope
2218,"['horse', 'pony', 'equestrian', 'horses', 'animal', 'donkey', 'racehorse', 'stallion', 'mule', 'pigeon', 'dog', 'rider', 'breed', 'jockey', 'thoroughbred', 'livestock', 'sheep', 'saddle', 'cattle', 'carriage']",animal,0.0026231270749121904,A post_horse is a type of [MASK].,post_horse
2223,"['worm', 'animal', 'mammal', 'insect', 'cell', 'organism', 'robot', 'human', 'fish', 'person', 'snail', 'puppet', 'bacterium', 'organ', 'pigeon', 'particle', 'sponge', 'computer', 'verb', 'noun']",animal,0.03145705163478851,A unguiculate is a type of [MASK].,unguiculate
2227,"['bird', 'pigeon', 'fish', 'parrot', 'dog', 'cat', 'duck', 'pig', 'rabbit', 'deer', 'animal', 'mammal', 'crow', 'monkey', 'chicken', 'turtle', 'owl', 'rooster', 'lizard', 'horse']",animal,0.021345363929867744,A coot is a type of [MASK].,coot
2230,"['animal', 'child', 'mammal', 'horse', 'puppy', 'bird', 'infant', 'pigeon', 'baby', 'pony', 'dog', 'deer', 'pet', 'offspring', 'egg', 'juvenile', 'lamb', 'human', 'fish', 'dinosaur']",animal,0.14620018005371094,A yearling is a type of [MASK].,yearling
2232,"['animal', 'bird', 'fish', 'pigeon', 'horse', 'dog', 'human', 'mammal', 'insect', 'person', 'locomotive', 'robot', 'cat', 'vessel', 'aircraft', 'butterfly', 'boat', 'car', 'tree', 'ship']",animal,0.06613431870937347,A young is a type of [MASK].,young
2233,"['turtle', 'turtles', 'lizard', 'crocodile', 'bird', 'mollusk', 'reptiles', 'alligator', 'animal', 'crab', 'snake', 'snail', 'fish', 'mammal', 'duck', 'shark', 'dinosaur', 'gastropod', 'parrot', 'predator']",animal,5.043183045927435e-05,A common_snapping_turtle is a type of [MASK].,common_snapping_turtle
2235,"['goat', 'animal', 'livestock', 'goats', 'mammal', 'cow', 'cattle', 'dog', 'cat', 'horse', 'animals', 'pig', 'pet', 'human', 'donkey', 'sheep', 'dairy', 'primate', 'breed', 'creature']",animal,0.13244320452213287,A domestic_goat is a type of [MASK].,domestic_goat
2238,"['bird', 'pigeon', 'robin', 'fish', 'animal', 'butterfly', 'parrot', 'tree', 'dog', 'insect', 'turtle', 'owl', 'kite', 'mammal', 'horse', 'rooster', 'ship', 'cat', 'locomotive', 'chicken']",animal,0.013586871325969696,A robin is a type of [MASK].,robin
2243,"['dog', 'greyhound', 'canine', 'hound', 'bulldog', 'puppy', 'dogs', 'animal', 'mammal', '##dog', 'chihuahua', 'shepherd', 'cat', 'breed', 'labrador', 'wolf', 'terri', 'hounds', 'boxer', '##berman']",animal,0.0004408200620673597,A welsh_terrier is a type of [MASK].,welsh_terrier
2244,"['tiger', 'cat', 'jaguar', 'mammal', 'shark', 'leopard', 'lion', 'animal', 'panther', 'wolverine', 'tigers', 'snake', 'bear', 'primate', 'monkey', 'dog', 'wolf', 'lizard', 'cats', 'crocodile']",animal,0.0018953089602291584,A saber_toothed_tiger is a type of [MASK].,saber_toothed_tiger
2246,"['turtle', 'fish', 'catfish', 'crab', 'boat', 'swimmer', 'canoe', 'lizard', 'insect', 'mollusk', 'diver', 'snail', 'worm', 'beetle', 'fisherman', 'bird', 'spider', 'shrimp', 'animal', 'duck']",animal,0.007143502123653889,A mudskipper is a type of [MASK].,mudskipper
2249,"['insect', 'mammal', 'animal', 'turtle', 'worm', 'fish', 'crab', 'spider', 'dinosaur', 'bird', 'ant', 'whale', 'shark', 'beetle', 'scorpion', 'wasp', 'mollusk', 'lizard', 'organism', 'primate']",animal,0.08633844554424286,A protohippus is a type of [MASK].,protohippus
2250,"['dog', 'canine', 'animal', 'dogs', 'bird', 'cat', 'mammal', 'hound', 'puppy', 'shepherd', 'breed', 'pigeon', 'bulldog', 'pet', 'chihuahua', 'greyhound', 'pig', 'monkey', 'coyote', 'horse']",animal,0.003461579792201519,A bird_dog is a type of [MASK].,bird_dog
2253,"['bat', 'bats', 'mammal', 'insect', 'primate', 'bird', 'cricket', 'animal', 'moth', 'wasp', 'lizard', '##bat', 'vampire', 'ant', 'ape', 'spider', 'butterfly', 'mammals', 'rat', 'rodents']",animal,2.6303319828002714e-05,A vespertilian_bat is a type of [MASK].,vespertilian_bat
2254,"['snake', 'snakes', 'scorpion', 'lizard', 'python', 'viper', 'spider', 'cobra', 'worm', 'serpent', 'insect', 'reptiles', 'bug', 'lizards', 'animal', 'eel', 'mammal', 'slug', 'frog', 'toad']",animal,0.0001567308499943465,A carpet_snake is a type of [MASK].,carpet_snake
2255,"['spider', 'spiders', 'scorpion', 'insect', 'crab', 'ant', 'lizard', 'bug', 'tick', 'snake', 'wasp', 'animal', 'monkey', 'bee', 'predator', 'lobster', 'creature', 'web', 'organism', 'turtle']",animal,3.546700463630259e-05,A wolf_spider is a type of [MASK].,wolf_spider
2257,"['bitch', 'woman', 'female', 'whore', 'girl', 'demon', 'witch', 'prostitute', 'monster', 'person', 'hooker', 'weapon', 'fuck', 'goddess', 'feminist', 'pig', 'animal', 'assassin', 'women', 'human']",animal,0.0018170265248045325,A bitch is a type of [MASK].,bitch
2260,"['mouse', 'cat', 'mammal', 'animal', 'mice', 'toy', 'rat', 'rabbit', 'primate', 'kitten', 'rodents', 'pet', 'snake', 'monkey', 'mascot', 'dog', 'ape', 'human', 'game', 'robot']",animal,0.024542897939682007,A nude_mouse is a type of [MASK].,nude_mouse
2261,"['shark', 'sharks', 'fish', 'dolphin', 'tuna', 'predator', 'whale', 'octopus', 'swimmer', 'tiger', 'crocodile', 'mammal', 'animal', 'submarine', 'monster', 'snake', 'dolphins', 'ray', 'crab', 'torpedo']",animal,3.458683204371482e-05,A tiger_shark is a type of [MASK].,tiger_shark
2265,"['animal', 'bird', 'mammal', 'fish', 'whale', 'shark', 'creature', 'dolphin', 'ship', 'vessel', 'turtle', 'boat', 'dog', 'mollusk', 'monster', 'swimmer', 'human', 'submarine', 'aircraft', 'insect']",animal,0.36352959275245667,A whale is a type of [MASK].,whale
2266,"['bird', 'parrot', 'pigeon', 'birds', 'insect', '##bird', 'cuckoo', 'finch', 'vulture', 'duck', 'raven', 'chicken', 'butterfly', 'crow', 'poultry', 'goose', 'swallow', 'heron', 'mammal', 'animal']",animal,0.00012895914551336318,A gallinaceous_bird is a type of [MASK].,gallinaceous_bird
2270,"['animal', 'mammal', 'livestock', 'bird', 'deer', 'horse', 'cattle', 'animals', 'mammals', 'primate', 'dog', 'mammalian', 'elephant', 'creature', 'cow', 'lizard', 'pig', 'cat', 'ape', 'goat']",animal,0.5341144800186157,A antelope is a type of [MASK].,antelope
2271,"['bird', 'mammal', 'elephant', 'dog', 'animal', 'deer', 'cat', 'parrot', 'primate', 'buffalo', 'otter', 'lizard', 'leopard', 'monkey', 'bat', 'kangaroo', 'crow', 'rabbit', 'rhino', 'coyote']",animal,0.041631974279880524,A meerkat is a type of [MASK].,meerkat
2273,"['mammal', 'dog', 'primate', 'canine', 'cat', 'animal', 'monkey', 'bird', 'rabbit', 'bat', 'otter', 'spider', 'puppy', 'rat', 'mouse', 'fox', 'penguin', 'snake', 'wolf', 'squirrel']",animal,0.02749636396765709,A old_world_porcupine is a type of [MASK].,old_world_porcupine
2275,"['zebra', 'donkey', 'sheep', 'mammal', 'animal', 'lion', 'deer', 'horse', 'rabbit', 'cattle', 'tiger', 'bird', 'buffalo', 'rhino', 'rat', 'cat', 'goat', 'chicken', 'mouse', 'primate']",animal,0.0009549317182973027,A mountain_zebra is a type of [MASK].,mountain_zebra
2277,"['squirrel', 'squirrels', 'mammal', 'bird', 'animal', 'cat', 'mouse', 'deer', 'rodents', 'dog', 'spider', 'owl', 'primate', 'lizard', 'monkey', 'otter', 'bug', 'rabbit', 'predator', 'insect']",animal,0.004087754525244236,A fox_squirrel is a type of [MASK].,fox_squirrel
2280,"['bird', 'pigeon', 'chicken', 'parrot', 'butterfly', 'fish', 'pig', 'cricket', 'bicycle', 'cat', 'insect', 'turtle', 'dog', 'duck', 'barbecue', 'pastry', 'horse', 'bee', 'animal', 'sandwich']",animal,0.006883845664560795,A chickadee is a type of [MASK].,chickadee
2281,"['bird', 'dog', 'cat', 'parrot', 'mammal', 'turtle', 'fish', 'cow', 'animal', 'chicken', 'monkey', 'pigeon', 'toy', 'goat', 'rabbit', 'lizard', 'pig', 'rattle', 'snake', 'pet']",animal,0.023498034104704857,A tiger_cowrie is a type of [MASK].,tiger_cowrie
2282,"['bird', 'horse', 'turtle', 'dog', 'fish', 'kangaroo', 'lizard', 'pigeon', 'mammal', 'cat', 'duck', 'parrot', 'deer', 'sheep', 'rabbit', 'animal', 'spider', 'chicken', 'shark', 'catfish']",animal,0.012353402562439442,A greyback is a type of [MASK].,greyback
2283,"['dog', 'chihuahua', 'animal', 'horse', 'canine', 'mammal', 'cat', 'bulldog', 'cattle', 'pony', 'greyhound', 'pig', 'hound', 'dogs', 'goat', 'wolf', 'donkey', 'breed', 'werewolf', 'deer']",animal,0.0491330549120903,A chihuahua is a type of [MASK].,chihuahua
2284,"['animal', 'mammal', 'lizard', 'creature', 'dinosaur', 'reptiles', 'bird', 'insect', 'turtle', 'snake', 'fish', 'animals', 'beast', 'predator', 'mollusk', 'primate', 'organism', 'monster', 'cat', 'mammals']",animal,0.6768298149108887,A reptile is a type of [MASK].,reptile
2286,"['animal', 'mammal', 'dog', 'cat', 'canine', 'primate', 'creature', 'predator', 'monkey', 'pig', 'rodents', 'lizard', 'human', 'bird', 'mammals', 'deer', 'beast', 'animals', 'wolf', 'mammalian']",animal,0.43351486325263977,A raccoon is a type of [MASK].,raccoon
2287,"['whale', 'dolphin', 'shark', 'mammal', 'animal', 'whales', 'fish', 'predator', 'whaling', 'monster', 'creature', 'swimmer', 'turtle', 'seal', 'bird', 'submarine', 'squid', 'dog', 'ship', 'octopus']",animal,0.008412322029471397,A killer_whale is a type of [MASK].,killer_whale
2290,"['cat', 'dog', 'aircraft', 'mammal', 'turtle', 'otter', 'bird', 'rabbit', 'bulldog', 'animal', 'bat', 'car', 'shotgun', 'greyhound', 'pigeon', 'horse', 'locomotive', 'automobile', 'bear', 'robot']",animal,0.00970360916107893,A bobcat is a type of [MASK].,bobcat
2291,"['bird', 'butterfly', 'rabbit', 'mammal', 'lizard', 'owl', 'dog', 'mouse', 'deer', 'bat', 'cricket', 'pigeon', 'duck', 'weasel', 'cat', 'frog', 'insect', 'animal', 'turkey', 'squirrel']",animal,0.008214997127652168,A meadow_pipit is a type of [MASK].,meadow_pipit
2292,"['animal', 'mammal', 'predator', 'insect', 'dinosaur', 'mammals', 'organism', 'lizard', 'bird', 'primate', 'creature', 'animals', 'mammalian', 'ant', 'fish', 'beast', 'spider', 'rodents', 'gastropod', 'prey']",animal,0.5342305302619934,A carnivore is a type of [MASK].,carnivore
2294,"['human', 'homo', 'primate', 'ape', 'man', 'animal', 'humanoid', 'mammal', 'dinosaur', 'lizard', 'species', 'organism', 'worm', 'monkey', 'mole', 'person', 'hybrid', 'ant', 'tick', 'humans']",animal,0.009845498949289322,A homo_soloensis is a type of [MASK].,homo_soloensis
2295,"['insect', 'animal', 'fish', 'mammal', 'worm', 'organism', 'lizard', 'ant', 'primate', 'parasite', 'spider', 'bird', 'beetle', 'dinosaur', 'mollusk', 'shrimp', 'bug', 'creature', 'wasp', 'mosquito']",animal,0.24702699482440948,A larvacean is a type of [MASK].,larvacean
2299,"['insect', 'animal', 'lizard', 'mammal', 'dinosaur', 'bug', 'spider', 'turtle', 'mollusk', 'ant', 'organism', 'reptiles', 'snake', 'worm', 'fish', 'scorpion', 'bird', 'creature', 'slug', 'predator']",animal,0.22463692724704742,A arachnid is a type of [MASK].,arachnid
2301,"['dog', 'horse', 'bird', 'mammal', 'locomotive', 'canine', 'chicken', 'sheep', 'rooster', 'greyhound', 'animal', 'dinosaur', 'pigeon', 'rhino', 'motorcycle', 'wolf', 'rabbit', 'elephant', 'bat', 'pig']",animal,0.01795876771211624,A aardwolf is a type of [MASK].,aardwolf
2303,"['organism', 'animal', 'organisms', 'bacteria', 'bacterium', 'insect', 'algae', 'cell', 'fish', 'worm', 'sponge', 'mollusk', 'bug', 'life', 'parasite', 'invertebrates', 'spider', 'insects', 'coral', 'fungus']",animal,0.17639870941638947,A bryozoan is a type of [MASK].,bryozoan
2304,"['fish', 'bird', 'animal', 'pig', 'mammal', 'pigeon', 'insect', 'turtle', 'horse', 'dog', 'tree', 'worm', 'lizard', 'goat', 'chicken', 'beetle', 'rabbit', 'spider', 'cat', 'cheese']",animal,0.03617648407816887,A dace is a type of [MASK].,dace
2305,"['dolphin', 'fish', 'shark', 'dolphins', 'swimmer', 'mammal', 'crocodile', 'bird', 'whale', 'turtle', 'animal', 'boat', 'butterfly', 'penguin', 'diver', 'shrimp', 'aquarium', 'catfish', 'dog', 'salmon']",animal,0.0004794356063939631,A river_dolphin is a type of [MASK].,river_dolphin
2306,"['animal', 'goat', 'mammal', 'horse', 'dog', 'bird', 'livestock', 'pig', 'creature', 'cow', 'cat', 'sheep', 'cattle', 'donkey', 'human', 'primate', 'animals', 'deer', 'monkey', 'fish']",animal,0.6562936902046204,A goat is a type of [MASK].,goat
2308,"['dinosaur', 'animal', 'lizard', 'reptiles', '##aur', 'mammal', 'turtle', 'mollusk', 'creature', 'dinosaurs', 'bird', 'insect', 'fossil', 'predator', 'organism', '##aurus', 'crocodile', 'fish', '##osaurus', 'animals']",animal,0.04048381745815277,A plesiosaur is a type of [MASK].,plesiosaur
2309,"['dinosaur', 'lizard', 'animal', 'mammal', 'reptiles', 'bird', 'creature', '##aurus', 'turtle', '##aur', '##osaurus', 'dinosaurs', 'fossil', 'insect', 'mollusk', 'organism', '##saurus', 'predator', 'primate', 'whale']",animal,0.03396829217672348,A titanosaur is a type of [MASK].,titanosaur
2312,"['organism', 'animal', 'organisms', 'bacteria', 'bacterium', 'algae', 'cell', 'insect', 'sponge', 'mollusk', 'fish', 'worm', 'plant', 'life', 'bug', 'parasite', 'invertebrates', 'marine', 'creature', 'mammal']",animal,0.07826966792345047,A hydrozoan is a type of [MASK].,hydrozoan
2315,"['mouse', 'mice', 'mammal', 'rodents', 'rat', 'cat', 'rabbit', 'bat', 'squirrel', 'animal', 'primate', 'dog', 'weasel', 'beaver', 'monkey', 'frog', 'fox', 'deer', 'mammals', 'owl']",animal,0.0011655414709821343,A wood_mouse is a type of [MASK].,wood_mouse
2317,"['animal', 'organism', 'insect', 'mammal', 'worm', 'mollusk', 'turtle', 'dinosaur', 'snail', 'lizard', 'gastropod', 'creature', 'fossil', 'slug', 'bird', 'beetle', 'sponge', 'fish', 'spider', 'shell']",animal,0.14848484098911285,A isopod is a type of [MASK].,isopod
2318,"['animal', 'ant', 'insect', 'mammal', 'bird', 'organism', 'spider', 'creature', 'plant', 'lizard', 'bug', 'insects', 'pigeon', 'bee', 'human', 'beetle', 'primate', 'snail', 'wasp', 'fish']",animal,0.35886716842651367,A ant is a type of [MASK].,ant
2320,"['elephant', 'animal', 'horse', 'mammal', 'elephants', 'lion', 'animals', 'donkey', 'cattle', 'indian', 'deer', 'livestock', 'tiger', 'bird', 'dog', 'ape', 'beast', 'rhino', 'kangaroo', 'creature']",animal,0.11214860528707504,A indian_elephant is a type of [MASK].,indian_elephant
2321,"['mammal', 'animal', 'dinosaur', 'shark', 'turtle', 'lizard', 'fish', 'whale', 'bird', 'crocodile', 'mollusk', '##odon', 'reptiles', 'parrot', 'predator', 'primate', 'dolphin', 'cat', 'insect', 'dragon']",animal,0.16069400310516357,A mylodon is a type of [MASK].,mylodon
2324,"['bird', 'pigeon', 'parrot', 'dog', 'bat', 'cat', 'crow', 'owl', 'duck', 'animal', 'butterfly', 'insect', 'raven', 'mascot', 'monkey', 'kite', 'hawk', 'mammal', 'rabbit', 'vulture']",animal,0.005725038703531027,A american_magpie is a type of [MASK].,american_magpie
2325,"['animal', 'lizard', 'mammal', 'insect', 'dinosaur', 'turtle', 'crab', 'spider', 'worm', 'ape', 'kangaroo', 'fish', 'primate', 'bird', 'bug', 'snake', 'creature', 'slug', 'ant', 'snail']",animal,0.2629678249359131,A giant_tortoise is a type of [MASK].,giant_tortoise
2326,"['squirrel', 'mammal', 'animal', 'squirrels', 'bird', 'primate', 'rodents', 'cat', 'mouse', 'monkey', 'dog', 'lizard', 'spider', 'deer', 'owl', 'mammalian', 'kangaroo', 'mammals', 'rat', 'otter']",animal,0.024442065507173538,A ground_squirrel is a type of [MASK].,ground_squirrel
2328,"['snake', 'snakes', 'scorpion', 'lizard', 'viper', 'python', 'cobra', 'reptiles', 'serpent', 'worm', 'lizards', 'animal', 'mammal', 'fish', 'eel', 'insect', 'spider', 'bug', 'slug', 'crocodile']",animal,0.0003619592753238976,A sand_snake is a type of [MASK].,sand_snake
2329,"['cat', 'dog', 'animal', 'mammal', 'rat', 'mouse', 'rabbit', 'pig', 'lizard', 'monkey', 'cats', 'bird', 'kitty', 'horse', 'snake', 'canine', 'spider', 'mascot', 'pigeon', 'kitten']",animal,0.032627809792757034,A alley_cat is a type of [MASK].,alley_cat
2330,"['devil', 'demon', 'monster', 'witch', 'animal', 'snake', 'beast', 'creature', 'mountain', 'diablo', 'devils', 'satan', 'crow', 'werewolf', 'bird', 'bear', 'wolf', 'hound', 'goat', 'vampire']",animal,0.005869787186384201,A mountain_devil is a type of [MASK].,mountain_devil
2333,"['lizard', 'lizards', 'snake', 'reptiles', 'scorpion', 'insect', 'animal', 'mammal', 'bird', 'bug', 'snakes', 'cactus', 'python', 'primate', 'spider', 'frog', 'turtle', 'dinosaur', 'newt', 'parrot']",animal,0.00019887775124516338,A fence_lizard is a type of [MASK].,fence_lizard
2334,"['knife', 'fish', 'boat', 'dog', 'canoe', 'shotgun', 'umbrella', 'bird', 'bicycle', 'turtle', 'drum', 'car', 'horse', 'animal', 'hat', 'container', 'cheese', 'tree', 'pastry', 'toy']",animal,0.007260410580784082,A coati is a type of [MASK].,coati
2337,"['bird', 'parrot', 'pigeon', 'birds', '##bird', 'raven', 'butterfly', 'heron', 'crow', 'vulture', 'duck', 'animal', 'cuckoo', 'owl', 'condor', 'goose', 'insect', 'crane', 'finch', 'chicken']",animal,0.0003539241151884198,A tropic_bird is a type of [MASK].,tropic_bird
2338,"['sheep', 'animal', 'livestock', 'mammal', 'lamb', 'goat', 'cattle', 'cow', 'deer', 'dog', 'shepherd', 'horse', 'breed', 'animals', 'bird', 'human', 'donkey', 'tick', 'mammals', 'creature']",animal,0.1251746118068695,A wild_sheep is a type of [MASK].,wild_sheep
2339,"['horse', 'pony', 'racehorse', 'animal', 'thoroughbred', 'stallion', 'equestrian', 'mare', 'horses', 'breed', 'dog', 'donkey', 'colt', 'filly', 'livestock', 'jockey', 'bull', 'cow', 'cattle', 'riding']",animal,0.014029321260750294,A two_year_old_horse is a type of [MASK].,two_year_old_horse
2341,"['mouse', 'mice', 'cat', 'mammal', 'rabbit', 'rat', 'rodents', 'bat', 'tick', 'dog', 'animal', 'kitten', 'monkey', 'frog', 'snake', 'crab', 'squirrel', 'weasel', 'toy', 'bird']",animal,0.00016312448133248836,A red_backed_mouse is a type of [MASK].,red_backed_mouse
2343,"['bear', 'animal', 'mammal', 'predator', 'tiger', 'bears', 'wolf', 'leopard', 'mammalian', 'dog', 'lion', 'primate', 'seal', 'mammals', 'beast', 'panda', 'cat', 'creature', 'elk', 'wildlife']",animal,0.04770331084728241,A asiatic_black_bear is a type of [MASK].,asiatic_black_bear
2345,"['shark', 'sharks', 'fish', 'dolphin', 'whale', 'predator', 'monster', 'octopus', 'animal', 'tuna', 'swimmer', 'crocodile', 'mammal', 'fishes', 'ray', 'swimming', 'submarine', 'dolphins', 'snake', 'beast']",animal,3.657490378827788e-05,A great_white_shark is a type of [MASK].,great_white_shark
2348,"['bird', 'hen', 'parrot', 'mammal', 'birds', 'raven', 'pigeon', 'animal', 'partridge', 'vulture', '##bird', 'goose', 'crow', 'duck', 'insect', 'rooster', 'butterfly', 'wasp', 'chicken', 'creature']",animal,0.005903234705328941,A moorhen is a type of [MASK].,moorhen
2350,"['seal', 'mammal', 'animal', 'dolphin', 'whale', 'seals', 'dog', 'fish', 'bird', 'otter', 'turtle', 'creature', 'wolf', 'marine', 'shark', 'penguin', 'labrador', 'cat', 'canine', 'bear']",animal,0.008344436064362526,A harbor_seal is a type of [MASK].,harbor_seal
2352,"['mammal', 'bird', 'animal', 'deer', 'fish', 'lizard', 'horse', 'pig', 'goat', 'snake', 'bear', 'dog', 'chicken', 'primate', 'rabbit', 'monkey', 'turtle', 'frog', 'cat', 'sheep']",animal,0.06260819733142853,A bovid is a type of [MASK].,bovid
2353,"['horn', 'bird', 'volcano', 'cannon', 'meteor', 'rocket', 'animal', 'missile', 'gong', 'stone', 'rock', 'telescope', 'sculpture', 'lighthouse', 'explosive', 'skull', 'mushroom', 'mountain', '##hedron', 'comet']",animal,0.020513547584414482,A gyrfalcon is a type of [MASK].,gyrfalcon
2354,"['deer', 'mammal', 'animal', 'horse', 'sheep', 'reindeer', 'elk', 'bird', 'lamb', 'rabbit', 'wolf', 'goat', 'lizard', 'otter', 'cattle', 'moose', 'cow', 'donkey', 'cat', 'bear']",animal,0.001368668396025896,A pere_davids_deer is a type of [MASK].,pere_davids_deer
2355,"['camel', 'animal', 'horse', 'donkey', 'mule', 'mammal', 'goat', 'vehicle', 'sheep', 'caravan', 'dog', 'livestock', 'carriage', 'ram', 'pigeon', 'cat', 'pig', 'arabian', 'car', 'automobile']",animal,0.00238977768458426,A arabian_camel is a type of [MASK].,arabian_camel
2357,"['fish', 'turtle', 'catfish', 'bird', 'snake', 'shark', 'lizard', 'parrot', 'mammal', 'butterfly', 'dolphin', 'eel', 'frog', 'dog', 'crab', 'otter', 'deer', 'spider', 'mosquito', 'animal']",animal,0.005838147830218077,A sharptail_mola is a type of [MASK].,sharptail_mola
2359,"['horse', 'firearm', 'animal', 'gun', 'dog', 'shotgun', 'vehicle', 'pistol', 'weapon', 'car', 'rifle', 'cannon', 'coin', 'automobile', 'toy', 'handgun', 'cattle', 'bicycle', 'aircraft', 'locomotive']",animal,0.05130646750330925,A colt is a type of [MASK].,colt
2360,"['animal', 'mammal', 'child', 'human', 'person', 'infant', 'bird', 'baby', 'creature', 'insect', 'object', 'vessel', 'toy', 'doll', 'pet', 'vehicle', 'robot', 'furniture', 'family', 'woman']",animal,0.24531283974647522,A baby is a type of [MASK].,baby
2361,"['dog', 'shepherd', 'dogs', 'canine', 'animal', 'hound', 'greyhound', 'mammal', '##dog', 'breed', 'puppy', 'chihuahua', 'wolf', 'sheep', 'cat', 'livestock', 'bulldog', 'handler', '##berman', 'human']",animal,0.0014073748607188463,A shepherd_dog is a type of [MASK].,shepherd_dog
